id,name,group,group_en,category,category_en,recommendation,recommendation_en,description,description_en
pgx_immunomodulating_siponimod,siponimod,Thuốc điều hòa miễn dịch,immunomodulating,SỬ DỤNG BÌNH THƯỜNG,Normal,Tuân thủ khuyến cáo điều trị tiêu chuẩn với tương tác kiểu hình-thuốc này.,Adhere to standard treatment recommendations with this type of drug interaction.,"Siponimod được thải trừ khỏi hệ tuần hoàn chủ yều nhờ quá trình chuyển hoá qua gan và sau đó bài tiết qua mật. Chất chuyển hoá M5 được tạo thành từ quá trình chuyển hoá chủ yếu qua CYP2C9 (79,2%) và một phần nhỏ qua CYP3A4 (18,5%), sau đó M5 được glucuronid hoá tạo thành M3 để thải trừ ra ngoài. Các nghiên cứu về đa hình gen CYP2C9 chỉ ra rằng có sự giảm hoạt tính enzym ở những người có kiểu hình chuyển hoá kém (kiểu gen CYP2C9 *2/*3 và CYP2C9 *3/*3) làm kéo dài quá trình thải trừ siponimod, dẫn đến những người có kiểu gen CYP2C9*2/*3 và CYP2C9 *3/*3 lần lượt tăng phơi nhiễm với thuốc hai và bốn lần. Việc giảm thanh thải siponimod có thể làm tăng nguy cơ gặp các biến cố bất lợi.","Siponimod is eliminated from the systemic circulation mainly due to hepatic metabolism and subsequent biliary excretion. M5 metabolite is formed by metabolism primarily via CYP2C9 (79.2%), with a minor contribution from CYP3A4 (18.5%), then it is glucuronidated to form M3 metabolite for eliminating. The study on CYP2C9 genetic polymorphism indicates that reduced CYP2C9 enzymatic activity in poor metabolizers (PMs; CYP2C9*2/*3 and CYP2C9*3/*3 genotypes) prolongs the elimination of siponimod, resulting in a two and fourfold increase in siponimod exposure in CYP2C9*2/*3 and CYP2C9*3/*3 genotypes, respectively. Reduced clearance of siponimod may increase the risk of adverse events."
pgx_immunomodulating_upadacitinib,upadacitinib,Thuốc điều hòa miễn dịch,immunomodulating,SỬ DỤNG BÌNH THƯỜNG,Normal,"FDA-approved drug label:
Sử dụng phác đồ điều trị tiêu chuẩn.","FDA-approved drug label:
Use standard therapy.",Thông tin này đang được cập nhật.,This information is being updated.
pgx_immunomodulating_azathioprine,azathioprine,Thuốc điều hòa miễn dịch,immunomodulating,TRÁNH SỬ DỤNG,Avoid,"CPIC:
Người mang kiểu hình này có nguy cơ giảm bạch cầu khi sử dụng thiopurine, giảm bạch cầu trung tính và suy tuỷ cao hơn đáng kể so với người mang kiểu hình chuyển hoá bình thường.
Đối với các tình trạng không ác tính, cân nhắc thay thế bằng các phác đồ ức chế miễn dịch không thiopurine. Đối với các bệnh ác tính, khởi đầu với liều giảm mạnh (giảm liều hàng ngày 10 lần) và hiệu chỉnh liều azathioprine dựa mức độ suy tuỷ và theo hướng dẫn điều trị cho bệnh cụ thể. Chờ 4-6 tuần để đạt trạng thái cân bằng sau mỗi lần điều chỉnh liều.","CPIC:
This phenotype is associated with a greatly increased risk of thiopurine-related leukopenia, neutropenia, and myelosuppression.
For non-malignant conditions, consider alternative non-thiopurine immunosuppressant therapy. For malignant conditions, start with drastically reduced normal daily doses (reduce dose by 10-fold) and adjust doses of azathioprine based on degree of myelosuppression and disease-specific guidelines. Allow 4-6 weeks to reach steady-state after each dose adjustment.","Ba loại thiopurine được sử dụng trên lâm sàng: azathioprine (tiền chất mercaptopurine), mercaptopurine và thioguanine. Gen TPMT dị hóa mercaptopurine thành methylmercaptopurine không hoạt động, để lại ít thuốc mẹ hơn cho quá trình đồng hóa cuối cùng thành nucleotide thioguanine hoạt động (TGNs). Chất chuyển hóa thứ cấp của mercaptopurine, thioinosine monophosphate (TIMP), cũng là chất nền cho TPMT, và methylTIMP (và các chất chuyển hóa được phosphoryl hóa tiếp theo của nó, methylmercaptopurine nucleotide hoặc MeMPN) có hoạt tính dược lý (chủ yếu là ức chế miễn dịch và độc gan), và có thể gây một số tác dụng phụ của mercaptopurine, nói chung là độc tính trên gan. Những người mang hai alen TPMT mất chức năng (cá thể thiếu TPMT đồng hợp tử hoặc dị hợp tử) có nguy cơ rất cao bị suy tủy đe dọa tính mạng, do TGN rất cao, nếu được sử dụng liều thông thường của mercaptopurine (hoặc azathioprine). TMPT kiểu hình chuyển hóa kém (PM), nồng độ cực cao của chất chuyển hóa TGN; độc tính gây tử vong có thể xảy ra nếu không giảm liều. Trong khi đó,ở NUDT15 kiểu hình chuyển hóa kém (PM), làm tăng đáng kể nguy cơ giảm bạch cầu liên quan đến thiopurine, giảm bạch cầu trung tính, suy tủy","Three thiopurines are used clinically: azathioprine (a prodrug for mercaptopurine), mercaptopurine, and thioguanine. Gene TPMT catabolizes mercaptopurine to an inactive methylmercaptopurine base, leaving less parent drug available for eventual anabolism to active thioguanine nucleotides (TGNs). The secondary metabolite of mercaptopurine, thioinosine monophosphate (TIMP), is also a substrate for TPMT, and methylTIMP (and its further phosphorylated metabolites, methylmercaptopurine nucleotides or MeMPN) have pharmacologic activity (mostly immunosuppressive and hepatotoxic), and may contribute to some of the adverse effects of mercaptopurine, generally hepatotoxicity. Individuals who inherit two loss-of-function TPMT alleles (homozygous or compound heterozygous TPMT deficient individuals) are at very high risk for life-threatening myelosuppression, due to very high TGNs, if given conventional doses of mercaptopurine (or azathioprine). In TPMT poor metabolizers (PM), Extremely high concentrations of TGN metabolites; fatal toxicity possible without dose decrease. While, in NUDT15 poor metabolizers (PM), greatly increased risk of thiopurine-related leukopenia, neutropenia, myelosuppression"
pgx_antihistamines_meclozine,meclozine,Thuốc kháng histamine dùng đường toàn thân,antihistamines,SỬ DỤNG BÌNH THƯỜNG,Normal,Tuân thủ khuyến cáo điều trị tiêu chuẩn với tương tác kiểu hình-thuốc này.,Adhere to standard treatment recommendations with this type of drug interaction.,Thông tin này đang được cập nhật.,This information is being updated.
pgx_psychiatric_drugs_aripiprazole,aripiprazole,Thuốc điều trị tâm thần,psychiatric drugs,CẢNH GIÁC KHI SỬ DỤNG,Warning,"EMA-approved drug label:
Khi dùng đồng thời các chất ức chế mạnh CYP3A4 hoặc CYP2D6 với aripiprazole, nên giảm liều aripiprazole. Khi chất ức chế CYP3A4 hoặc CYP2D6 bị rút khỏi liệu pháp phối hợp, nên tăng liều aripiprazole. Khi dùng đồng thời aripiprazole với các chất gây cảm ứng CYP3A4 mạnh, nên tăng liều aripiprazole. Khi chất gây cảm ứng CYP3A4 bị rút khỏi liệu pháp phối hợp, nên giảm liều aripiprazole xuống liều khuyến cáo.","EMA-approved drug label:
When concomitant administration of strong CYP3A4 or CYP2D6 inhibitors with aripiprazole occurs, the aripiprazole dose should be reduced. When the CYP3A4 or CYP2D6 inhibitor is withdrawn from the combination therapy, aripiprazole dose should then be increased. When concomitant administration of strong CYP3A4 inducers with aripiprazole occurs, the aripiprazole dose should be increased. When the CYP3A4 inducer is withdrawn from the combination therapy, the aripiprazole dose should then be reduced to the recommended dose.","Aripiprazole được chuyển hóa chủ yếu ở gan thông qua con đường N-dealkyl hóa, hydroxyl hóa hoặc dehydro hóa. Các enzym CYP3A và CYP2D6 chịu trách nhiệm dehydro hóa và hydroxyl hóa, và N-dealkylation được xúc tác bởi CYP3A4. Dehydroaripiprazole (OPC-14857) là chất chuyển hóa chính. Dehydroaripiprazole có các đặc tính dược lý tương tự như aripiprazole. Ở những bệnh nhân mang kiểu gen CYP2D6 chuyển hóa kém, các tác dụng phụ có thể tăng lên, vì vậy cần cân nhắc thay đổi liều","Aripiprazole is extensively metabolised in the liver via N-dealkylation, hydroxylation or dehydrogenation pathways. CYP3A and CYP2D6 enzymes are responsible for dehydrogenation and hydroxylation, and N-dealkylation is catalyzed by CYP3A4. Dehydroaripiprazole (OPC-14857) is the main metabolite in humans. Dehydroaripiprazole has similar pharmacological properties to aripiprazole. In patients with CYP2D6 PM, side effects may be increased, so a dose change should be considered"
pgx_psychiatric_drugs_atomoxetine,atomoxetine,Thuốc điều trị tâm thần,psychiatric drugs,CẢNH GIÁC KHI SỬ DỤNG,Warning,"CPIC (Người lớn):
So với người mang kiểu hình chuyển hoá chậm, người mang kiểu hình chuyển hoá bình thường có khả năng đáp ứng với thuốc thấp hơn, do đó không đạt được hiệu quả điều trị, và tăng tỉ lệ dừng sử dụng thuốc.
Khởi đầu với liều 40 mg/ngày và tăng lên 80 mg/ngày sau 3 ngày. Nếu không có đáp ứng lâm sàng và không xảy ra các biến cố bất lợi sau 2 tuần, cân nhắc tăng liều đến 100 mg/ngày. Nếu quan sát không có đáp ứng lâm sàng sau 2 tuần, cân nhắc theo dõi nồng độ đỉnh của thuốc trong huyết tương (1 đến 2 giờ sau khi dùng thuốc). Nếu 100 mg/ngày để đạt được nồng độ mục tiêu.","CPIC (Adults):
Compared to poor metabolizers, normal metabolizers of atomoxetine have a lower likelihood of response, resulting in a lack of efficacy and hence an increased rate of drug discontinuation.
Initiate with 40 mg/day and increase to 80 mg/day after 3 days. If no clinical response and in the absence of adverse events after 2 weeks, consider increasing dose to 100 mg/day. If no clinical response observed after 2 weeks, consider obtaining a peak plasma concentration (1 to 2 hours after dose administered). If <200 ng/ml, consider a proportional increase in dose to approach 400 ng/ml. Dosages greater than 100 mg/day may be needed to achieve target concentrations.","Các nghiên cứu dược động học ở những người khỏe mạnh cho thấy rằng một loại enzym có sự thay đổi đa hình có liên quan đến việc thanh thải Atomoxetine (ATX) vì những người tham gia nghiên cứu cho thấy thời gian bán thải kéo dài và sự tích lũy ATX sau đó khi dùng nhiều lần. 4-hydroxyatomoxetine (4-OH ATX) là chất chuyển hóa chính và cũng có hoạt tính dược lý của ATX, được glucuronid hóa nhanh chóng thành 4-hydroxyatomoxetine glucuronide không hoạt động (4-OH ATX glucuronide). Các nghiên cứu sử dụng microsome gan người chứng minh rằng sự hình thành 4-OH ATX liên quan với hoạt động của CYP2D6. Nhiều CYP (CYP1A2, CYP2B6, CYP2C19, CYP3A4, CYP2E1) cho thấy có khả năng hình thành 4-OH ATX trong các microsome thiếu CYP2D6. Tuy nhiên, hiệu quả bị giảm và lượng chất chuyển hóa ít hơn chất trung gian bởi CYP2D6. Ở những người chuyển hóa CYP2D6 bình thường, phần lớn liều dùng được đào thải trong vòng 24 giờ (ATX t1/2 = 5 giờ), trong khi ở những người thiếu CYP2D6, thời gian đào thải tăng lên 72 giờ (ATX t1/2 = 20h). Phần lớn các nghiên cứu di truyền dược lý ATX được công bố điều tra tác động của biến thể CYP2D6, so sánh hiệu quả và tác dụng phụ ở bệnh nhân trẻ em và thanh thiếu niên được nhóm theo nhóm người mang hai alen CYP2D6 không chức năng (PM) so với các đối tượng còn lại. Kiểu hình chuyển hóa kém đạt được nồng độ đỉnh trung bình trong huyết tương của ATX cao hơn 2 - 5 lần so với kiểu hình chuyển hóa bình thường NM. Kiểu hình chuyển hóa kém CYP2D6 PMs gây ranhịp tim tăng cao hơn một chút và giảm cân nhiều hơn so với kiểu hình chuyển hóa bình thường. Không có sự khác biệt về khoảng QT được quan sát thấy giữa kiểu hình chuyển hóa bình thường CYP2D6 và kiểu hình chuyển hóa kém ở trẻ em và vị thành niên.","Pharmacokinetics studies in healthy individuals suggest that an enzyme with polymorphic alterations is involved in the clearance of Atomoxetine (ATX) since participants showed a prolonged half-life time and subsequent accumulation of ATX upon multiple dosing. 4-hydroxyatomoxetine (4-OH ATX) is the major and also pharmacological active metabolite of ATX, which is rapidly glucuronidated to the inactive 4-hydroxyatomoxetine glucuronide (4-OH ATX glucuronide). Studies using human liver microsomes demonstrate that 4-OH ATX formation correlates with CYP2D6 activity. Multiple CYPs (CYP1A2, CYP2B6, CYP2C19, CYP3A4, CYP2E1) showed to be capable to form 4-OH ATX in microsomes deficient of CYP2D6. However, the efficiency is reduced and the amount of metabolite is less than mediate by CYP2D6. In subjects with full CYP2D6 metabolism the majority of the dose is excreted within 24 h (ATX t1/2=5h), while in subjects with CYP2D6 deficiency the excretion time is increased to 72h (ATX t1/2=20h). The majority of ATX pharmacogenetic studies published today investigate the effect of CYP2D6 variation, which compare efficacy and side effects in child and adolescent patients grouped by carriers of two no function CYP2D6 alleles (PM) vs remaining subjects. PMs achieve a 2- to 5 times higher average peak plasma concentration of ATX than NMs. CYP2D6 PMs develop a slightly higher increase in pulse rate and more weight loss than NMs. No difference regarding the QT interval is observed between CYP2D6 NM and PM child and adolescent patients."
pgx_psychiatric_drugs_bupropion,bupropion,Thuốc điều trị tâm thần,psychiatric drugs,CẢNH GIÁC KHI SỬ DỤNG,Warning,"FDA-approved drug label:
Bupropion và các chất chuyển hóa của nó (erythrohydrobupropion, threohydrobupropion và hydroxybupropion) là các chất ức chế enzym CYP2D6.
Về mặt lý thuyết, các tiền thuốc cần chuyển hóa bởi CYP2D6 để trở thành chất chuyển hóa có hoạt tính (ví dụ: tamoxifen) có thể bị giảm hiệu quả khi dùng đồng thời với các chất ức chế CYP2D6 như bupropion. Bệnh nhân được điều trị đồng thời với WELLBUTRIN (bupropion) và các thuốc tương tự có thể cần tăng liều thuốc.","FDA-approved drug label:
Bupropion and its metabolites (erythrohydrobupropion, threohydrobupropion, and hydroxybupropion) are CYP2D6 inhibitors.
Drugs that require metabolic activation by CYP2D6 to be effective (e.g., tamoxifen) theoretically could have reduced efficacy when administered concomitantly with inhibitors of CYP2D6 such as bupropion. Patients treated concomitantly with WELLBUTRIN and such drugs may require increased doses of the drug.",Thông tin này đang được cập nhật.,This information is being updated.
pgx_psychiatric_drugs_tetrabenazine,tetrabenazine,Thuốc điều trị tâm thần,psychiatric drugs,CẢNH GIÁC KHI SỬ DỤNG,Warning,"FDA-approved drug label:
Liều đơn tối đa được khuyến cáo là 37.5 mg và không quá 100mg một ngày.","FDA-approved drug label:
The maximum recommended single dose is 37.5 mg and should not exceed 100 mg/day.",Thông tin này đang được cập nhật.,This information is being updated.
pgx_psychiatric_drugs_aripiprazole lauroxil,aripiprazole lauroxil,Thuốc điều trị tâm thần,psychiatric drugs,SỬ DỤNG BÌNH THƯỜNG,Normal,Tuân thủ khuyến cáo điều trị tiêu chuẩn với tương tác kiểu hình-thuốc này.,Adhere to standard treatment recommendations with this type of drug interaction.,Thông tin này đang được cập nhật.,This information is being updated.
pgx_psychiatric_drugs_brexpiprazole,brexpiprazole,Thuốc điều trị tâm thần,psychiatric drugs,SỬ DỤNG BÌNH THƯỜNG,Normal,Tuân thủ khuyến cáo điều trị tiêu chuẩn với tương tác kiểu hình-thuốc này.,Adhere to standard treatment recommendations with this type of drug interaction.,Thông tin này đang được cập nhật.,This information is being updated.
pgx_psychiatric_drugs_cariprazine,cariprazine,Thuốc điều trị tâm thần,psychiatric drugs,SỬ DỤNG BÌNH THƯỜNG,Normal,Tuân thủ khuyến cáo điều trị tiêu chuẩn với tương tác kiểu hình-thuốc này.,Adhere to standard treatment recommendations with this type of drug interaction.,Thông tin này đang được cập nhật.,This information is being updated.
pgx_psychiatric_drugs_clobazam,clobazam,Thuốc điều trị tâm thần,psychiatric drugs,SỬ DỤNG BÌNH THƯỜNG,Normal,Tuân thủ khuyến cáo điều trị tiêu chuẩn với tương tác kiểu hình-thuốc này.,Adhere to standard treatment recommendations with this type of drug interaction.,Thông tin này đang được cập nhật.,This information is being updated.
pgx_psychiatric_drugs_clozapine,clozapine,Thuốc điều trị tâm thần,psychiatric drugs,SỬ DỤNG BÌNH THƯỜNG,Normal,Tuân thủ khuyến cáo điều trị tiêu chuẩn với tương tác kiểu hình-thuốc này.,Adhere to standard treatment recommendations with this type of drug interaction.,Thông tin này đang được cập nhật.,This information is being updated.
pgx_psychiatric_drugs_diazepam,diazepam,Thuốc điều trị tâm thần,psychiatric drugs,SỬ DỤNG BÌNH THƯỜNG,Normal,Tuân thủ khuyến cáo điều trị tiêu chuẩn với tương tác kiểu hình-thuốc này.,Adhere to standard treatment recommendations with this type of drug interaction.,Thông tin này đang được cập nhật.,This information is being updated.
pgx_psychiatric_drugs_flupentixol,flupentixol,Thuốc điều trị tâm thần,psychiatric drugs,SỬ DỤNG BÌNH THƯỜNG,Normal,Tuân thủ khuyến cáo điều trị tiêu chuẩn với tương tác kiểu hình-thuốc này.,Adhere to standard treatment recommendations with this type of drug interaction.,Thông tin này đang được cập nhật.,This information is being updated.
pgx_psychiatric_drugs_haloperidol,haloperidol,Thuốc điều trị tâm thần,psychiatric drugs,SỬ DỤNG BÌNH THƯỜNG,Normal,Tuân thủ khuyến cáo điều trị tiêu chuẩn với tương tác kiểu hình-thuốc này.,Adhere to standard treatment recommendations with this type of drug interaction.,"Nồng độ haloperidol và chất chuyển hoá có hoạt tính của thuốc có mối tương quan với đáp ứng lâm sàng và các phản ứng có hại. Đường cong biểu diễn nồng độ thuốc theo thời gian ở các kiểu hình CYP2D6 khác nhau có thấy mối liên quan mạnh mẽ giữa số lượng alen có hoạt tính trong kiểu gen và dược động học của haloperidol và chất chuyển hoá có hoạt tính của nó, điều này đã chỉ ra rằng CYP2D6 quyết định một phần sự chuyển hoá của haloperidol, và tỷ lệ mắc các triệu chứng ngoại tháp do thuốc (EPSs; VD: loạn trương lực cơ, giống parkinson,... ). Người có kiểu hình chuyển hoá kém (PMs) có nồng độ haloperidol cao hơn và tỷ lệ gặp các phản ứng có hại liên quan đến vận động cao hơn so mới những người có kiểu hình chuyển hoá bình thường (NMs) và chuyển hoá siêu nhanh (UMs).","The concentrations of haloperidol and reduced haloperidol appear to correlate with clinical response and adverse effects. The plasma drug concentration–time curves for the different CYP2D6 phenotypes show a clear relationship between the number of active alleles in genotype and the pharmacokinetics of haloperidol and reduced haloperidol, which have shown that CYP2D6 partially determine haloperidol metabolism and the rate of extrapyramidal symtoms (EPSs; e.g., acute dystonia, pseudoparkinsonism, akathisia and dyskinesia). Poor metabolizers (PMs) show higher concentrations of haloperidol and a higher incidence of motor alterations than normal metabolizers (NMs) and especially Ultrarapid metabolizers (UMs)."
pgx_psychiatric_drugs_iloperidone,iloperidone,Thuốc điều trị tâm thần,psychiatric drugs,SỬ DỤNG BÌNH THƯỜNG,Normal,Tuân thủ khuyến cáo điều trị tiêu chuẩn với tương tác kiểu hình-thuốc này.,Adhere to standard treatment recommendations with this type of drug interaction.,Thông tin này đang được cập nhật.,This information is being updated.
pgx_psychiatric_drugs_olanzapine,olanzapine,Thuốc điều trị tâm thần,psychiatric drugs,SỬ DỤNG BÌNH THƯỜNG,Normal,Tuân thủ khuyến cáo điều trị tiêu chuẩn với tương tác kiểu hình-thuốc này.,Adhere to standard treatment recommendations with this type of drug interaction.,Thông tin này đang được cập nhật.,This information is being updated.
pgx_psychiatric_drugs_paliperidone,paliperidone,Thuốc điều trị tâm thần,psychiatric drugs,SỬ DỤNG BÌNH THƯỜNG,Normal,"HCSC:
Sử dụng phác đồ điều trị tiêu chuẩn.","HCSC:
No action is required for this genotype-drug interaction.",Thông tin này đang được cập nhật.,This information is being updated.
pgx_psychiatric_drugs_perphenazine,perphenazine,Thuốc điều trị tâm thần,psychiatric drugs,SỬ DỤNG BÌNH THƯỜNG,Normal,Tuân thủ khuyến cáo điều trị tiêu chuẩn với tương tác kiểu hình-thuốc này.,Adhere to standard treatment recommendations with this type of drug interaction.,Thông tin này đang được cập nhật.,This information is being updated.
pgx_psychiatric_drugs_pimozide,pimozide,Thuốc điều trị tâm thần,psychiatric drugs,SỬ DỤNG BÌNH THƯỜNG,Normal,Tuân thủ khuyến cáo điều trị tiêu chuẩn với tương tác kiểu hình-thuốc này.,Adhere to standard treatment recommendations with this type of drug interaction.,Thông tin này đang được cập nhật.,This information is being updated.
pgx_psychiatric_drugs_quetiapine,quetiapine,Thuốc điều trị tâm thần,psychiatric drugs,SỬ DỤNG BÌNH THƯỜNG,Normal,Tuân thủ khuyến cáo điều trị tiêu chuẩn với tương tác kiểu hình-thuốc này.,Adhere to standard treatment recommendations with this type of drug interaction.,Thông tin này đang được cập nhật.,This information is being updated.
pgx_psychiatric_drugs_risperidone,risperidone,Thuốc điều trị tâm thần,psychiatric drugs,SỬ DỤNG BÌNH THƯỜNG,Normal,Tuân thủ khuyến cáo điều trị tiêu chuẩn với tương tác kiểu hình-thuốc này.,Adhere to standard treatment recommendations with this type of drug interaction.,"Risperidone được chuyển hoá qua gan tạo thành chất chuyển hoá có hoạt tính 9-hydroxyrisperidone (paliperidone) chủ yếu bởi CYP2D6 và một phần nhỏ bởi CYP3A4. Tác dụng chống loạn thần của risperidone được cho là có mối liên quan với các phân tử có hoạt tính (bao gồm risperidone và 9-hydroxyrisperidone). Do đó, sự khác biệt về kiểu gen CYP2D6 có thể gây ra sự thay đổi về chuyển hoá và mức độ tiếp xúc với risperidone giữa các cá thể. Kiểu hình chuyển hoá kém (PMs) có nồng độ risperidone cao hơn, nồng độ 9-hydroxyrisperidone thấp hơn rất nhiều, và đặc biệt là tỷ lệ gặp rối loạn vận động cao hơn so với nhóm chuyển hoá bình thường (NMs) và nhóm chuyển hoá siêu nhanh (UMs). Ngoài ra, kiểu hình PMs còn dẫn đến sự tăng tỷ lệ thất bại điều trị. Những người mang kiểu hình UMs có tỷ lệ chất chuyển hoá có hoạt tính (9-hydroxyrisperidone) cao hơn so với risperidone và CYP2D6 UMs cũng dẫn đến tăng khả năng thất bại điều trị với liệu pháp risperidone.","Risperidone is metabolized in the liver to a pharmacologically active metabolite, 9-hydroxyrisperidone (also known as paliperidone) mainly by CYP2D6 with a minor contribution from CYP3A4. The antipsychotic effect of risperidone is assumed to be related to the active moiety (the sum of risperidone and 9-hydroxyrisperidone). Therefore, differences in CYP2D6 genotype cause interindividual variability in the metabolism and exposure of risperidone. Poor metabolizers (PMs) show higher concentrations of risperidone, much lower concentrations of 9-hydroxyrisperidone, and a higher incidence of motor alterations than normal metabolizers (NMs) and ultrarapid metabolizers (UMs). Futhermore, PMs also lead to an increased rate of risperidone therapy failure. UMs lead to a high ratio of the active metabolite (9-hydroxyrisperidone) compared to risperidone and CYP2D6 UMs also lead to an increased chance of risperidone therapeutic failure."
pgx_psychiatric_drugs_sertindole,sertindole,Thuốc điều trị tâm thần,psychiatric drugs,SỬ DỤNG BÌNH THƯỜNG,Normal,Tuân thủ khuyến cáo điều trị tiêu chuẩn với tương tác kiểu hình-thuốc này.,Adhere to standard treatment recommendations with this type of drug interaction.,Thông tin này đang được cập nhật.,This information is being updated.
pgx_psychiatric_drugs_thioridazine,thioridazine,Thuốc điều trị tâm thần,psychiatric drugs,SỬ DỤNG BÌNH THƯỜNG,Normal,Tuân thủ khuyến cáo điều trị tiêu chuẩn với tương tác kiểu hình-thuốc này.,Adhere to standard treatment recommendations with this type of drug interaction.,Thông tin này đang được cập nhật.,This information is being updated.
pgx_psychiatric_drugs_zuclopenthixol,zuclopenthixol,Thuốc điều trị tâm thần,psychiatric drugs,SỬ DỤNG BÌNH THƯỜNG,Normal,Tuân thủ khuyến cáo điều trị tiêu chuẩn với tương tác kiểu hình-thuốc này.,Adhere to standard treatment recommendations with this type of drug interaction.,"Đối với kiểu hình chuyển hóa kém hoặc trung bình CYP2D6, nên giảm liều zuclopenthixol hoặc chọn thuốc thay thế không bị CYP2D6 chuyển hóa. Đối với kiểu hình chuyển hóa siêu nhanh, hãy cảnh giác với nồng độ zuclopenthixol trong huyết tương thấp và nếu cần, tăng liều hoặc chọn một loại thuốc thay thế. Trong một nghiên cứu, nồng độ trung bình trong huyết thanh được điều chỉnh theo liều lượng ở người chuyển hóa CYP2D6 kém và trung bình cao hơn khoảng 1,5 lần và 1,3 lần so với người chuyển hóa bình thường. Nguy cơ tác dụng phụ có thể tăng cao","For CYP2D6 poor and intermediate metabolizers, reduce zuclopenthixol dose or select an alternative drug that is not metabolized by CYP2D6. For ultrarapid metabolizers, be alert to low zuclopenthixol plasma concentrations and, if necessary, increase the dose or select an alternative drug. In a reseach, the mean dose-adjusted serum concentrations about 1.5-fold and 1.3-fold higher in CYP2D6 PMs and IMs, respectively, compared with NMs. The risk of side effects may be elevated."
pgx_psychiatric_drugs_lacosamide,lacosamide,Thuốc điều trị tâm thần,psychiatric drugs,SỬ DỤNG BÌNH THƯỜNG,Normal,Tuân thủ khuyến cáo điều trị tiêu chuẩn với tương tác kiểu hình-thuốc này.,Adhere to standard treatment recommendations with this type of drug interaction.,Thông tin này đang được cập nhật.,This information is being updated.
pgx_psychiatric_drugs_oxcarbazepine,oxcarbazepine,Thuốc điều trị tâm thần,psychiatric drugs,SỬ DỤNG BÌNH THƯỜNG,Normal,"CPIC:
Khi sử dụng oxcarbazepine, người mang kiểu hình này có nguy cơ mắc hội chứng Stevens-Johnson và hoại tử thượng bì nhiễm độc (SJS/TEN) tương đương hay thấp hơn so với nguy cơ trung bình.
Sử dụng oxcarbazepine theo hướng dẫn dùng thuốc tiêu chuẩn.","CPIC:
This phenotype is associated with a normal or reduced risk of oxcarbazepine-induced Stevens-Johnson syndrome and toxic epidermal necrolysis (SJS/TEN).
Use oxcarbazepine per standard dosing guidelines.","Oxcarbazepine là thuốc chống động kinh thế hệ thứ hai có thể tác dụng tương tự như carbamazepine nhưng ít bị chuyển hóa bởi enzym CYP nên ít gây tương tác thuốc - thuốc hơn. Tuy nhiên, vẫn có khả năng cao xảy ra các phản ứng có hại nghiêm trọng trên da, tương tự như carbamezpine. Do mối liên hệ của HLA-B * 15: 02 với nguy cơ cao mắc hội chứng Stevens-Johnson (SJS) và hoại tử biểu bì nhiễm độc (TEN), hướng dẫn liều lượng CPIC cân nhắc sử dụng thuốc thay thế cho những người chưa từng sử dụng oxcarbazepine có ít nhất một bản sao của alen này.","Oxcarbazepine is a second-generation antiepileptic medicine that is comparable to carbamazepine but is less metabolized by CYP enzymes, making it less prone to cause drug-drug interactions. However, there still is an elevated chance of severe cutaneous adverse reactions, similar to carbamezpine. Due to the link of HLA-B*15:02 with an elevated risk of Stevens-Johnson syndrome (SJS) and toxic epidermal necrolysis (TEN), the CPIC Dosing Guideline advises an alternate medicine for oxcarbazepine-naive individuals harboring at least one copy of this allele."
